filer,filingYear,name,nature,grossIncomeReceived,address,businessFmv,businessOrTrust,realPropertyNameOrAddress,realPropertyFmv,realPropertyInvestmentOrProperty,realPropertyNature,formUrl,legislatorDigitalDemocracyUrl
Cecilia Aguiar-Curry,2024,JMA Properties LLC,Partnership,"$10,001 - $100,000","27397 County Road 91A, Winters, CA 95694","$10,001 - $100,000",Business entity,"JMA Properties, LLC","$10,001 - $100,000",Property,Partnership,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/6c10ffb6-f61e-483c-b7e1-050d76e1456d.pdf,https://digitaldemocracy.calmatters.org/legislators/cecilia-aguiar-curry-101332
Cecilia Aguiar-Curry,2024,"Slough View Farms, LLC",,"$10,001 - $100,000","27397 County Road 91A, Winters, CA 95694",,Trust,"Slough View Farms, LLC","$100,001 - $1,000,000",,Partnership,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/6c10ffb6-f61e-483c-b7e1-050d76e1456d.pdf,https://digitaldemocracy.calmatters.org/legislators/cecilia-aguiar-curry-101332
Cecilia Aguiar-Curry,2023,JMA Properties LLC,Partnership,"$10,001 - $100,000","27397 County Road 91A, Winters, CA 95694","$10,001 - $100,000",Business entity,27397 County Road 91A* ,"$10,001 - $100,000",Property,Property Ownership/Deed of trust,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f676be96-f906-4e9d-9794-00a11f896cb5.pdf,https://digitaldemocracy.calmatters.org/legislators/cecilia-aguiar-curry-101332
Cecilia Aguiar-Curry,2023,Slough View Farms LLC,,"$10,001 - $100,000","27397 County Road 91A, Winters, CA 95694",,Trust,Slough View Farms LLC*,"$100,001 - $1,000,000",Property,Property Ownership/Deed of trust,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f676be96-f906-4e9d-9794-00a11f896cb5.pdf,https://digitaldemocracy.calmatters.org/legislators/cecilia-aguiar-curry-101332
Cecilia Aguiar-Curry,2022,JMA Properties LLC,Partnership,"$10,001 - $100,000","27397 County Road 91A, Winters, CA 95694","$10,001 - $100,000",Business entity,"JMA Properties, LLC","$10,001 - $100,000",Property,Partnership,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/af99f117-c889-4391-aa68-5b60f1dd5ab0.pdf,https://digitaldemocracy.calmatters.org/legislators/cecilia-aguiar-curry-101332
Cecilia Aguiar-Curry,2022,"Slough View Farms, LLC",,"$10,001 - $100,000","27397 County Road 91A, Winters, CA 95694",,Trust,"Slough View Farms, LLC","$100,001 - $1,000,000",Property,Partnership,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/af99f117-c889-4391-aa68-5b60f1dd5ab0.pdf,https://digitaldemocracy.calmatters.org/legislators/cecilia-aguiar-curry-101332
Cecilia Aguiar-Curry,2021,JMA Properties LLC,Partnership,"$10,001 - $100,000","27397 County Road 91A, Winters, CA 95694","$10,001 - $100,000",Business entity,"JMA Properties, LLC","$10,001 - $100,000",Property,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f6c85250-b252-45e1-abc5-87387eab9528.pdf,https://digitaldemocracy.calmatters.org/legislators/cecilia-aguiar-curry-101332
Cecilia Aguiar-Curry,2021,"Slough View Farms, LLC",,"$10,001 - $100,000","27397 County Road 91A, Winters, CA 95694",,Trust,"Slough View Farms, LLC","$100,001 - $1,000,000",Property,Partnership,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f6c85250-b252-45e1-abc5-87387eab9528.pdf,https://digitaldemocracy.calmatters.org/legislators/cecilia-aguiar-curry-101332
Juan Alanis,2024,Sophia's Rustic Boutique,Sole Proprietorship,"$10,001 - $100,000","4112 Ruth Avenue, Modesto, CA 95355","$2,000 - $10,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/cfa655db-2ab4-4b41-8a49-6871630ab9bf.pdf,https://digitaldemocracy.calmatters.org/legislators/juan-alanis-165456
Juan Alanis,2024,One Day Photography,Sole Proprietorship,"$10,001 - $100,000","4112 Ruth Avenue, Modesto, CA 95355","$2,000 - $10,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/cfa655db-2ab4-4b41-8a49-6871630ab9bf.pdf,https://digitaldemocracy.calmatters.org/legislators/juan-alanis-165456
Juan Alanis,2023,Sophia's Rustic Boutique,Sole Proprietorship,"$10,001 - $100,000","4112 Ruth Avenue, Modesto, CA 95355","$2,000 - $10,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/c5442f97-bf11-48eb-bc80-74ab4284eefa.pdf,https://digitaldemocracy.calmatters.org/legislators/juan-alanis-165456
Juan Alanis,2023,One Day Photography,Sole Proprietorship,"$1,001 - $10,000","4112 Ruth Avenue, Modesto, CA 95355","$2,000 - $10,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/c5442f97-bf11-48eb-bc80-74ab4284eefa.pdf,https://digitaldemocracy.calmatters.org/legislators/juan-alanis-165456
Juan Alanis,2022,Sophia's Rustic Boutique ,Sole Proprietorship,"$10,001 - $100,000","4112 Ruth Avenue Modesto, CA 95355 ","$2,000 - $10,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/9f0078fa-815f-4991-8ef5-982ec30bcf6f.pdf,https://digitaldemocracy.calmatters.org/legislators/juan-alanis-165456
Juan Alanis,2022,One Day Photography,Sole Proprietorship,,"4112 Ruth Avenue, Modesto, CA 95355","$2,000 - $10,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/9f0078fa-815f-4991-8ef5-982ec30bcf6f.pdf,https://digitaldemocracy.calmatters.org/legislators/juan-alanis-165456
David Alvarez,2024,CAUSA CONSULTING,Sole Proprietorship,$0 - $499,"2048 JULIAN AVENUE, SAN DIEGO,CA 92113","$0 - $1,999",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/54e54de3-2f35-44d7-8b94-18a3235d9d1e.pdf,https://digitaldemocracy.calmatters.org/legislators/david-alvarez-112993
David Alvarez,2023,CAUSA CONSULTING ,Sole Proprietorship,$0 - $499,"2048 JULIAN AVENUE, SAN DIEGO,CA 92113 ","$0 - $1,999",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/de1fa882-d9ff-42de-ad3d-27de41afe631.pdf,https://digitaldemocracy.calmatters.org/legislators/david-alvarez-112993
David Alvarez,2022,CAUSA CONSULTING,Sole Proprietorship,$0 - $499,"2048 JULIAN AVENUE, SAN DIEGO, CA 92113","$2,000 - $10,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/5e3bbb42-bd15-4ac5-af20-9e56317a3b5c.pdf,https://digitaldemocracy.calmatters.org/legislators/david-alvarez-112993
David Alvarez,2021,CAUSA CONSULTING,Sole Proprietorship,"Over $100,000","2048 JULIAN AVENUE, SAN DIEGO,CA 92113","$2,000 - $10,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/6e819694-c352-4214-9cb6-429811a5e31c.pdf,https://digitaldemocracy.calmatters.org/legislators/david-alvarez-112993
Angelique Ashby,2022,"Ashby Consulting Group, LLC",Other,$0 - $499,"4927 Winamac Dr Sacramento, CA 95835","$100,001 - $1,000,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/43b1da2a-3081-4651-8683-f0cc85041a6b.pdf,https://digitaldemocracy.calmatters.org/legislators/angelique-ashby-165434
Toni Atkins,2023,LeSar Support Services,Other,"Over $100,000","404 Euclid Avenue, Suite 212, San Diego, CA 92114","$10,001 - $100,000",Business entity,"404 Euclid Avenue, Suite 212","$10,001 - $100,000",Property,Leasehold,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/a3417252-f4c1-4acd-815f-6196156ebe76.pdf,https://digitaldemocracy.calmatters.org/legislators/toni-atkins-110
Toni Atkins,2023,"LeSar Holdings, Inc.",Other,"Over $100,000","404 Euclid Avenue, Suite 212, San Diego, CA 92114","$100,001 - $1,000,000",Business entity,"404 Euclid Avenue, Suite 212","$10,001 - $100,000",Property,Leasehold,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/a3417252-f4c1-4acd-815f-6196156ebe76.pdf,https://digitaldemocracy.calmatters.org/legislators/toni-atkins-110
Toni Atkins,2023,LeSar Development Consultants,Other,"Over $100,000","404 Euclid Avenue, Suite 212, San Diego, CA 92114","Over $1,000,000",Business entity,"404 Euclid Avenue, Suite 212","$10,001 - $100,000",Property,Leasehold,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/a3417252-f4c1-4acd-815f-6196156ebe76.pdf,https://digitaldemocracy.calmatters.org/legislators/toni-atkins-110
Toni Atkins,2023,Global Policy Leadership Academy,Other,"Over $100,000","404 Euclid Avenue, Suite 212, San Diego, CA 92114","$100,001 - $1,000,000",Business entity,"404 Euclid Avenue, Suite 212","$10,001 - $100,000",Property,Leasehold,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/a3417252-f4c1-4acd-815f-6196156ebe76.pdf,https://digitaldemocracy.calmatters.org/legislators/toni-atkins-110
Toni Atkins,2023,"HJM Holdings, LLC",Other,$0 - $499,"P.O. Box 2388, La Jolla, CA 92038","$0 - $1,999",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/a3417252-f4c1-4acd-815f-6196156ebe76.pdf,https://digitaldemocracy.calmatters.org/legislators/toni-atkins-110
Toni Atkins,2022,LeSar Development Consultants,Other,"Over $100,000","404 Euclid Avenue, Suite 212, San Diego, CA 92114","Over $1,000,000",Business entity,"404 Euclid Avenue, Suite 212","$10,001 - $100,000",Property,Leasehold,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/eed6697d-3263-4bd6-bf8a-2ec93dddcc19.pdf,https://digitaldemocracy.calmatters.org/legislators/toni-atkins-110
Toni Atkins,2022,Global Policy Leadership Academy,Other,"Over $100,000","404 Euclid Avenue,Suite 212, San Diego, CA 92114","$100,001 - $1,000,000",Business entity,"404 Euclid Avenue, Suite 212","$10,001 - $100,000",Property,Leasehold,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/eed6697d-3263-4bd6-bf8a-2ec93dddcc19.pdf,https://digitaldemocracy.calmatters.org/legislators/toni-atkins-110
Toni Atkins,2022,LeSar Support Services,Other,"$10,001 - $100,000","404 Euclid Avenue, Suite 212, San Diego, CA 92114","$100,001 - $1,000,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/eed6697d-3263-4bd6-bf8a-2ec93dddcc19.pdf,https://digitaldemocracy.calmatters.org/legislators/toni-atkins-110
Toni Atkins,2022,"LeSar Holdings, Inc.",Other,"Over $100,000","404 Euclid Avenue,Suite 212, San Diego, CA 92114","$100,001 - $1,000,000",Business entity,"404 Euclid Avenue, Suite 212","$10,001 - $100,000",Property,Leasehold,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/eed6697d-3263-4bd6-bf8a-2ec93dddcc19.pdf,https://digitaldemocracy.calmatters.org/legislators/toni-atkins-110
Toni Atkins,2022,"HJM Holdings, LLC",Other,"$10,001 - $100,000","2954 Date Street, San Diego, CA 92102","$10,001 - $100,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/eed6697d-3263-4bd6-bf8a-2ec93dddcc19.pdf,https://digitaldemocracy.calmatters.org/legislators/toni-atkins-110
Toni Atkins,2021,LeSar Development Consultants,Other,"Over $100,000","404 Euclid Avenue, Suite 212, San Diego, CA 92114","Over $1,000,000",Business entity,"404 Euclid Avenue, Suite 212","$10,001 - $100,000",Property,Leasehold,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f111ebe0-0f0b-4dbf-8a86-32e72e7f3751.pdf,https://digitaldemocracy.calmatters.org/legislators/toni-atkins-110
Toni Atkins,2021,Global Policy Leadership Academy,Other,"Over $100,000","404 Euclid Avenue, Suite 212, San Diego, CA 92114","$100,001 - $1,000,000",Business entity,"404 Euclid Avenue, Suite 212","$10,001 - $100,000",Property,Leasehold,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f111ebe0-0f0b-4dbf-8a86-32e72e7f3751.pdf,https://digitaldemocracy.calmatters.org/legislators/toni-atkins-110
Patricia Bates,2021,John Bates Associates,Sole Proprietorship,$0 - $499,"31631 Sea Shadows, Laguna Niguel",--,Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/cb9b61b8-1195-4f6a-880a-a87c148dc1be.pdf,https://digitaldemocracy.calmatters.org/legislators/patricia-bates
Patricia Bates,2021,JPB Investments,Partnership,"$10,001 - $100,000","31631 Sea Shadows, Laguna Niguel","Over $1,000,000",Business entity,"1. 126 Seeman Dr, Encinitas, CA","Over $1,000,000",Property,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/cb9b61b8-1195-4f6a-880a-a87c148dc1be.pdf,https://digitaldemocracy.calmatters.org/legislators/patricia-bates
Josh Becker,2024,L7L MP CORP,Other,$0 - $499,"2098 Valparaiso Ave, Menlo Park, CA 94025","$2,000 - $10,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f7af3aa9-bc92-49ed-9d66-d69ea709aa56.pdf,https://digitaldemocracy.calmatters.org/legislators/josh-becker-165449
Josh Becker,2023,L7L MP CORP,Other,"$1,001 - $10,000","2098 Valparaiso Ave Menlo Park, CA 94025 ","$2,000 - $10,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/bb8d3e75-9a82-4c37-b27c-efdcea519650.pdf,https://digitaldemocracy.calmatters.org/legislators/josh-becker-165449
Josh Becker,2022,L7L MP CORP,Other,,"2098 Valparaiso Ave, Menlo Park, CA 94025","$2,000 - $10,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/d439239e-06db-4c4e-849b-86bbc65f5752.pdf,https://digitaldemocracy.calmatters.org/legislators/josh-becker-165449
Josh Becker,2021,L7L MP CORP,Other,"$10,001 - $100,000","2098 Valparaiso Ave, Menlo Park, CA 94025","$10,001 - $100,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/8dea1d95-1d39-4b1e-8223-5c949ce6e445.pdf,https://digitaldemocracy.calmatters.org/legislators/josh-becker-165449
Marc Berman,2024,3575 Haven Avenue LLC,Partnership,$0 - $499,NPaamrecel Number 003-08-036,"Over $1,000,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/167d0eb3-7cbd-4e2f-a080-fe50b899f9b9.pdf,https://digitaldemocracy.calmatters.org/legislators/marc-berman-100944
Marc Berman,2024,Marc Eli Berman 2012 GST,,"$10,001 - $100,000",NPaamrecel Number 120-64-003,,Trust,Lucy Berman & Sons LLC,"Over $1,000,000",Investment,Stock,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/167d0eb3-7cbd-4e2f-a080-fe50b899f9b9.pdf,https://digitaldemocracy.calmatters.org/legislators/marc-berman-100944
Marc Berman,2023,Marc Eli Berman 2012 GST,,"$1,001 - $10,000",Parcel Number 120-64-003,,Trust,Lucy Berman & Sons LLC,"Over $1,000,000",Investment,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/90f56bf3-6053-45ab-b1cd-77f1a6caf3f3.pdf,https://digitaldemocracy.calmatters.org/legislators/marc-berman-100944
Marc Berman,2023,3575 Haven Avenue LLC,Partnership,,Parcel Number 003-08-036,"Over $1,000,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/90f56bf3-6053-45ab-b1cd-77f1a6caf3f3.pdf,https://digitaldemocracy.calmatters.org/legislators/marc-berman-100944
Marc Berman,2022,3575 Haven Avenue LLC,Partnership,"Over $100,000",Parcel Number 003-08-036,"Over $1,000,000",Business entity,3575 Haven Avenue,"Over $1,000,000",Property,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/e1e1c6e5-ada7-47bc-b617-d3c2cdf96f1a.pdf,https://digitaldemocracy.calmatters.org/legislators/marc-berman-100944
Marc Berman,2022,Marc Eli Berman 2012 GST,,$0 - $499,Parcel Number 120-64-003,,Trust,Lucy Berman & Sons LLC,"Over $1,000,000",Investment,Stock,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/e1e1c6e5-ada7-47bc-b617-d3c2cdf96f1a.pdf,https://digitaldemocracy.calmatters.org/legislators/marc-berman-100944
Marc Berman,2021,3575 Haven Avenue LLC,Partnership,"$10,001 - $100,000",Parcel Number 003-08-036,"Over $1,000,000",Business entity,3575 Haven Avenue,"Over $1,000,000",Property,Partnership,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/da1e29da-1588-4c5c-a993-39b93957f8f0.pdf,https://digitaldemocracy.calmatters.org/legislators/marc-berman-100944
Marc Berman,2021,Marc Eli Berman 2012 GST,,"$10,001 - $100,000",Parcel Number 120-64-003,,Trust,Lucy Berman & Sons LLC,"Over $1,000,000",Investment,Stock,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/da1e29da-1588-4c5c-a993-39b93957f8f0.pdf,https://digitaldemocracy.calmatters.org/legislators/marc-berman-100944
Marc Berman,2021,"Reveler, LLC (dba Ames Tovern)",Other,$0 - $499,"555 Bryant St., #191, Palo Alto, CA 94301","$2,000 - $10,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/da1e29da-1588-4c5c-a993-39b93957f8f0.pdf,https://digitaldemocracy.calmatters.org/legislators/marc-berman-100944
Frank Bigelow,2021,,,,,,,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/d9fcfffa-e0cd-4a95-b56b-16520918bf5a.pdf,https://digitaldemocracy.calmatters.org/legislators/frank-bigelow
Andreas Borgeas,2021,Borgeas Consulting,Sole Proprietorship,"$1,001 - $10,000",6671 N. Benedict Ave. Fresno CA 93711,"$2,000 - $10,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/7566841f-0e31-40ff-a51e-070438dda682.pdf,https://digitaldemocracy.calmatters.org/legislators/andreas-borgeas
Andreas Borgeas,2021,Borgeas Enterprises,Sole Proprietorship,$0 - $499,6671 N. Benedict Ave. Fresno CA 93711,"$0 - $1,999",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/7566841f-0e31-40ff-a51e-070438dda682.pdf,https://digitaldemocracy.calmatters.org/legislators/andreas-borgeas
Steven Bradford,2021,,,,,,,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/68790bc3-ae08-4597-be31-41fbe35b1253.pdf,https://digitaldemocracy.calmatters.org/legislators/steven-bradford-100945
Isaac Bryan,2024,ID Strategies LLC,Partnership,,"109 E Harvard St Ste 300, Glendale CA 91205","$2,000 - $10,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/66b02373-7cea-4607-894c-ef87901140ca.pdf,https://digitaldemocracy.calmatters.org/legislators/isaac-bryan-165440
Isaac Bryan,2023,ID Strategies LLC,Partnership,"$1,001 - $10,000","109 E Harvard St Ste 300, Glendale CA 91205 ","$2,000 - $10,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/fde862f7-51e9-4646-8830-800cdd9d98ee.pdf,https://digitaldemocracy.calmatters.org/legislators/isaac-bryan-165440
Isaac Bryan,2022,ID Strategies LLC,Partnership,"$1,001 - $10,000","109 E Harvard St Ste 300, Glendale CA 91205","$2,000 - $10,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f08d0ec3-9a62-45ef-9f19-6768ffd639ea.pdf,https://digitaldemocracy.calmatters.org/legislators/isaac-bryan-165440
Isaac Bryan,2021,ID Strategies LLC,Partnership,$0 - $499,"109 E Harvard St Ste 300, Glendale CA 91205","$2,000 - $10,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/21a6f292-f1a2-4525-abcb-116b17a2ef64.pdf,https://digitaldemocracy.calmatters.org/legislators/isaac-bryan-165440
Christopher Cabaldon,2024,Capitol Impact LLC,Partnership,"Over $100,000","1107 Ninth St. Sacramento, CA 95814","$100,001 - $1,000,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/eff550ed-8de7-41af-8b8d-b1800c27018d.pdf,https://digitaldemocracy.calmatters.org/legislators/christopher-cabaldon-5699
Christopher Cabaldon,2024,The CLC Trust,,$0 - $499,"446 Garden St. West Sacramento, CA 95691",,Trust,"446 Garden Street, West Sacramento, CA 95691","$100,001 - $1,000,000",Property,Property Ownership/Deed of trust,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/eff550ed-8de7-41af-8b8d-b1800c27018d.pdf,https://digitaldemocracy.calmatters.org/legislators/christopher-cabaldon-5699
Lisa Calderon,2024,"Charles M. Calderon, INC",Sole Proprietorship,"$10,001 - $100,000","1165 Banyan Rim Dr., Whittier, CA 90601","$10,001 - $100,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/bdd2bb7a-cd3a-4da9-87f7-727da83b6f35.pdf,https://digitaldemocracy.calmatters.org/legislators/lisa-calderon-165426
Lisa Calderon,2023,"Charles M. Calderon, INC",Sole Proprietorship,"$10,001 - $100,000","1165 Banyan Rim Dr., Whittier, CA 90601","$10,001 - $100,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f5b95c5f-49d4-4490-ab4b-065352e5f200.pdf,https://digitaldemocracy.calmatters.org/legislators/lisa-calderon-165426
Lisa Calderon,2022,Charles M. Calderon Inc.,Sole Proprietorship,"$10,001 - $100,000","1165 Banyan Rim Dr. Whittier, Ca 90601","$10,001 - $100,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/4cd13f5e-92e3-47d2-a825-beb631ca26e9.pdf,https://digitaldemocracy.calmatters.org/legislators/lisa-calderon-165426
Lisa Calderon,2021,Charles M. Calderon Inc.,Sole Proprietorship,"$10,001 - $100,000","1165 Banyan Rim Dr. Whittier, Ca 90601","$10,001 - $100,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/d4822149-1f57-42a8-8d9e-54d072ebbba6.pdf,https://digitaldemocracy.calmatters.org/legislators/lisa-calderon-165426
Sabrina Cervantes,2024,Courtney Cervantes-Downs,Sole Proprietorship,"$10,001 - $100,000",145323001,"$10,001 - $100,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/3a142802-d498-4665-bc49-552c3f018d25.pdf,https://digitaldemocracy.calmatters.org/legislators/sabrina-cervantes-36813
Sabrina Cervantes,2023,Courtney Cervantes-Downs,Sole Proprietorship,"$10,001 - $100,000",145323001,"$10,001 - $100,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/e0d804fe-357b-475e-bc29-c166c93ba04d.pdf,https://digitaldemocracy.calmatters.org/legislators/sabrina-cervantes-36813
Sabrina Cervantes,2022,Courtney Cervantes-Downs,Sole Proprietorship,"$10,001 - $100,000",145323001,"$10,001 - $100,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/16e02ce6-331c-4892-b9bf-6033a3fb83b9.pdf,https://digitaldemocracy.calmatters.org/legislators/sabrina-cervantes-36813
Sabrina Cervantes,2021,Courtney Cervantes-Downs,Sole Proprietorship,"$10,001 - $100,000",145323001,"$10,001 - $100,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/13744be2-e6eb-44d4-9843-88f5c5604f96.pdf,https://digitaldemocracy.calmatters.org/legislators/sabrina-cervantes-36813
Phillip Chen,2024,"Atlantic Plaza-78, LLC",Partnership,"$10,001 - $100,000","Diamond Bar Blvd. #507 Diamond Bar, CA 91765","Over $1,000,000",Business entity,APN 195223004015,"Over $1,000,000",,Property Ownership/Deed of trust,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/6b03c1c8-f359-4ea6-8b62-9388095eb269.pdf,https://digitaldemocracy.calmatters.org/legislators/phillip-chen-100931
Phillip Chen,2023,Phillip Chen,Partnership,"$10,001 - $100,000",,"Over $1,000,000",Business entity,"Atlantic Plaza-78, LLC","Over $1,000,000",Property,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/e7451ed9-61e1-46f8-b4b9-77c9308d632a.pdf,https://digitaldemocracy.calmatters.org/legislators/phillip-chen-100931
Phillip Chen,2021,Phillip Chen,Partnership,"$10,001 - $100,000","1142 S. Diamond Bar Blvd, #507, Diamond Bar","Over $1,000,000",Business entity,"Atlantic Plaza-78, LLC","Over $1,000,000",Investment,Property Ownership/Deed of trust,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/5d9daf60-0e52-457f-9475-331ccba88675.pdf,https://digitaldemocracy.calmatters.org/legislators/phillip-chen-100931
Steven Choi,2024,"CKH Investment, LLC",Partnership,$0 - $499,"1362 Longmont Pl., North Tustin, CA 92705","$100,001 - $1,000,000",Business entity,"Lido House, LLC","$100,001 - $1,000,000",Investment,Partnership,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/4cb8e7d2-f022-4709-bf7d-6a4b3b634eab.pdf,https://digitaldemocracy.calmatters.org/legislators/steven-choi
Steven Choi,2024,"CNK Partners, LLC",Partnership,$0 - $499,"1362 Longmont Pl., North Tustin, CA 92705","$100,001 - $1,000,000",Business entity,"SC Land Mark Hotels, LLC","$100,001 - $1,000,000",Investment,Partnership,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/4cb8e7d2-f022-4709-bf7d-6a4b3b634eab.pdf,https://digitaldemocracy.calmatters.org/legislators/steven-choi
Steven Choi,2024,"CHK II Investments, LLC",Other,$0 - $499,"1362 Longmont Pl., North Tustin, CA 92705","$100,001 - $1,000,000",Business entity,"Maui Business Park, LLC","$100,001 - $1,000,000",Investment,Partnership,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/4cb8e7d2-f022-4709-bf7d-6a4b3b634eab.pdf,https://digitaldemocracy.calmatters.org/legislators/steven-choi
Steven Choi,2024,New Era Academy Pension Plan Trust,,$0 - $499,"4624 Barranea Prkwy., Irvine, CA 92604",,Trust,"Spectrum Gateway Hotels, LLC","$100,001 - $1,000,000",Investment,Partnership,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/4cb8e7d2-f022-4709-bf7d-6a4b3b634eab.pdf,https://digitaldemocracy.calmatters.org/legislators/steven-choi
