filer,filingYear,name,nature,grossIncomeReceived,address,businessFmv,businessOrTrust,realPropertyNameOrAddress,realPropertyFmv,realPropertyInvestmentOrProperty,realPropertyNature,formUrl,legislatorDigitalDemocracyUrl
Anthony Portantino,2023,Ellen Portantino Organizing LLC,,--,"441 South Griffith Park Blvd. Burbank, CA 95691 ",,,,"$10,001 - $100,000",,Other,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/080f6de3-a1cb-4297-8029-f182505c854c.pdf,https://digitaldemocracy.calmatters.org/legislators/anthony-portantino-34362
Anthony Portantino,2022,Ellen Portantino Organizing LLC ,Other,,"441 South Griffith Park Blvd. Burbank, CA 95691","$10,001 - $100,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/05f12a2f-1fe0-462a-a1d1-2051270c8eb8.pdf,https://digitaldemocracy.calmatters.org/legislators/anthony-portantino-34362
Sharon Quirk-Silva,2024,217 N. Richmond Ave LLC,Partnership,$0 - $499,"Jesus J. Silva, Patrick J. Quirk, Olivia A. Coscis","$100,001 - $1,000,000",Business entity,217 N. Richmond Avenue LLC,"$100,001 - $1,000,000",Property,Partnership,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/0a18327f-7f0b-430a-b0cc-a8a1419ecc1e.pdf,https://digitaldemocracy.calmatters.org/legislators/sharon-quirk-silva-34400
James Ramos,2024,Diversity Investments,Other,"Over $100,000","PO Box 10728 San Bernardino, CA 92423","$100,001 - $1,000,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/58cdb753-c34c-4efe-9e78-f16f8b5d0559.pdf,https://digitaldemocracy.calmatters.org/legislators/james-ramos-149649
James Ramos,2023,Diversity Investments,Other,"Over $100,000","PO Box 10728 San Bernardino, CA 92 423","$100,001 - $1,000,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/cea2cc69-9491-4d17-a226-153bec4175ab.pdf,https://digitaldemocracy.calmatters.org/legislators/james-ramos-149649
James Ramos,2022,Diversity Investments,Other,"Over $100,000","PO Box 10728 San Bernardino, CA 92423","$100,001 - $1,000,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/9f5d8a80-aa3c-47a4-bea3-ad2c68fa5b8b.pdf,https://digitaldemocracy.calmatters.org/legislators/james-ramos-149649
James Ramos,2021,Diversity Investments,Other,"Over $100,000","San Bernardino, CA 92423","$100,001 - $1,000,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/4eb55a9a-0a74-4d2a-aeff-babd3304ce84.pdf,https://digitaldemocracy.calmatters.org/legislators/james-ramos-149649
Rhodesia Ransom,2024,KYR Enterprised dba Prime Time Appraisals,Sole Proprietorship,"$10,001 - $100,000","724 Billy F Freeman Lane, 95377","$10,001 - $100,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/831c8478-e210-44d9-8751-d6b6293ec42b.pdf,https://digitaldemocracy.calmatters.org/legislators/rhodesia-ransom-187419
Anthony Rendon,2023,My Lam ,Sole Proprietorship,"Over $100,000","1026 Florin Road, Suite 355, Sacramento, CA 95831","$10,001 - $100,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/07e8072a-7a91-4ad5-a880-ff9535115ef7.pdf,https://digitaldemocracy.calmatters.org/legislators/anthony-rendon-120
Anthony Rendon,2022,My Lam,Sole Proprietorship,"Over $100,000","1026 Florin Road, Ste 355, Sacramento, CA 95831","$10,001 - $100,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/17dc20e1-98f6-4505-9df1-96bb30308e43.pdf,https://digitaldemocracy.calmatters.org/legislators/anthony-rendon-120
Anthony Rendon,2021,My Lam,Sole Proprietorship,"Over $100,000","1026 Florin Road, Ste. 355, Sacramento, CA 95831","$10,001 - $100,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/cfdb9736-461f-49a7-9b91-b33b0665daba.pdf,https://digitaldemocracy.calmatters.org/legislators/anthony-rendon-120
Eloise Reyes,2024,Law Offices of Eloise Gomez Reyes,Sole Proprietorship,"$1,001 - $10,000","712 N. La Cadena Dr., Colton CA","$100,001 - $1,000,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/494cef91-3de5-4e40-aa87-c8b862865cb3.pdf,https://digitaldemocracy.calmatters.org/legislators/eloise-gómez-reyes-165418
Eloise Reyes,2023,Law Offices of Eloise Gomez Reyes,Sole Proprietorship,"$1,001 - $10,000","712 N. La Cadena Dr., Colton CA","$100,001 - $1,000,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/e990db49-88de-41cb-be33-d08d1b7de93c.pdf,https://digitaldemocracy.calmatters.org/legislators/eloise-gómez-reyes-165418
Eloise Reyes,2022,Law Offices of Eloise Gomez Reyes,Sole Proprietorship,"$1,001 - $10,000","712 N. La Cadena Dr., Colton CA","$100,001 - $1,000,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f6544070-1185-48f1-a2e7-2f02b80270b8.pdf,https://digitaldemocracy.calmatters.org/legislators/eloise-gómez-reyes-165418
Eloise Reyes,2021,Law Offices of Eloise Gomez Reyes,Sole Proprietorship,"$10,001 - $100,000","712 N. La Cadena Dr., Colton CA","$100,001 - $1,000,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/12a663fc-e361-4822-9c0a-c1d707dedbd4.pdf,https://digitaldemocracy.calmatters.org/legislators/eloise-gómez-reyes-165418
Laura Richardson,2024,"PSG, LLC",Other,$0 - $499,"28649 S Western Ave, San Pedro, CA 90734","$100,001 - $1,000,000",Business entity,"1401 W Paseo Del Mar, San Pedro, CA 90731","Over $1,000,000",Property,Property Ownership/Deed of trust,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/ec4f855f-cc8e-4279-bb06-d3f65910c43a.pdf,https://digitaldemocracy.calmatters.org/legislators/laura-richardson-187466
Richard Roth,2023,CGR STRATEGIES LLC (CYNTHIA G. ROTH),Other,"$10,001 - $100,000","P.O.BOX 708, RIVERSIDE, CA 92502","$2,000 - $10,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f0b5a292-2259-4c56-9873-1bdadf9b26a6.pdf,https://digitaldemocracy.calmatters.org/legislators/richard-roth-106
Blanca Rubio,2024,"Becerra Enterprises, LLC",Sole Proprietorship,"$10,001 - $100,000",2639 Macon Drive Sacramento CA 95835,"$10,001 - $100,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/d4561b84-b3cb-49db-ae30-1cf17c9d4e0d.pdf,https://digitaldemocracy.calmatters.org/legislators/blanca-rubio-100932
Pilar Schiavo,2023,Pilar Schiavo Consulting,Sole Proprietorship,"$1,001 - $10,000","21606 Devonshire St., #4704, Chatsworth CA 91311","$0 - $1,999",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/dee27add-bf70-4c66-b6f1-fb35cdfb6394.pdf,https://digitaldemocracy.calmatters.org/legislators/pilar-schiavo-5510
Pilar Schiavo,2022,Pilar Schiavo Consulting,Sole Proprietorship,"$10,001 - $100,000","21606 Devonshire St., #4704, Chatsworth CA 91311","$10,001 - $100,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/8b5778c9-232d-4fa5-b2bc-80c9642389b7.pdf,https://digitaldemocracy.calmatters.org/legislators/pilar-schiavo-5510
Kelly Seyarto,2024,D. Kelly and Denise M. Seyarto Family Trust,,"$10,001 - $100,000","24071 Bearskin Circle, Murrieta, CA 92562",,Trust,"26178 C Williams Way, Murrieta, CA 92563","$100,001 - $1,000,000",Property,Property Ownership/Deed of trust,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/d803c50b-575a-4b79-977b-8633c82e5769.pdf,https://digitaldemocracy.calmatters.org/legislators/kelly-seyarto-165446
Kelly Seyarto,2024,Murrieta Creek Tax Service,Sole Proprietorship,"$10,001 - $100,000","24071 Bearskin Circle, Murrieta, CA 92562","$10,001 - $100,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/d803c50b-575a-4b79-977b-8633c82e5769.pdf,https://digitaldemocracy.calmatters.org/legislators/kelly-seyarto-165446
Kelly Seyarto,2023,D. Kelly and Denise M. Seyarto Family Trust,,"$10,001 - $100,000","24071 Bearskin Circle, Murrieta, CA 92562",,,"26178 C Williams Way, Murrieta, CA 92563","$100,001 - $1,000,000",Property,Property Ownership/Deed of trust,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/049e38b0-bf06-41f3-ba92-1534237468ed.pdf,https://digitaldemocracy.calmatters.org/legislators/kelly-seyarto-165446
Kelly Seyarto,2023,Murrieta Creek Tax Service,Sole Proprietorship,"$10,001 - $100,000","24071 Bearskin Circle, Murrieta, CA 92562","$10,001 - $100,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/049e38b0-bf06-41f3-ba92-1534237468ed.pdf,https://digitaldemocracy.calmatters.org/legislators/kelly-seyarto-165446
Kelly Seyarto,2022,D. Kelly and Denise M. Seyarto Family Trust,,"$10,001 - $100,000","24071 Bearskin Circle, Murrieta, CA 92562",,Trust,"26178 C Williams Way, Murrieta CA 92563","$100,001 - $1,000,000",Property,Property Ownership/Deed of trust,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/d00805ba-61c0-4523-aa81-8c99fb4dc6cc.pdf,https://digitaldemocracy.calmatters.org/legislators/kelly-seyarto-165446
Kelly Seyarto,2022,Murrieta Creek Tax Service,Sole Proprietorship,"$10,001 - $100,000","24071 Bearskin Circle, Murrieta, CA 92562","$10,001 - $100,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/d00805ba-61c0-4523-aa81-8c99fb4dc6cc.pdf,https://digitaldemocracy.calmatters.org/legislators/kelly-seyarto-165446
Esmeralda Soria,2024,721 Broadway LLC,Sole Proprietorship,$0 - $499,"3950 N Cedar Ave, Fresno, CA 93726","$0 - $1,999",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/46959736-1afa-4f55-a968-beeca192286e.pdf,https://digitaldemocracy.calmatters.org/legislators/esmeralda-soria-1989
Esmeralda Soria,2024,Davis Enterprises,Partnership,$0 - $499,"3950 N Cedar Ave, Fresno, CA 93726","$10,001 - $100,000",Business entity,Gordon Biersch Brewing Company,"$10,001 - $100,000",Investment,Stock,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/46959736-1afa-4f55-a968-beeca192286e.pdf,https://digitaldemocracy.calmatters.org/legislators/esmeralda-soria-1989
Esmeralda Soria,2024,E & L Campus Pointe Investors LP,Partnership,$0 - $499,"6485 N Palm Ave, Ste 101, Fresno, CA 93711","Over $1,000,000",Business entity,Campus Pointe Commercial LP,"Over $1,000,000",Investment,Partnership,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/46959736-1afa-4f55-a968-beeca192286e.pdf,https://digitaldemocracy.calmatters.org/legislators/esmeralda-soria-1989
Esmeralda Soria,2024,Frazier Commercial Properties LLC,Partnership,$0 - $499,"3950 N Cedar Ave, Fresno, CA 93726","$100,001 - $1,000,000",Business entity,Noyan-Frazier Properties LLC,"Over $1,000,000",Investment,Partnership,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/46959736-1afa-4f55-a968-beeca192286e.pdf,https://digitaldemocracy.calmatters.org/legislators/esmeralda-soria-1989
Esmeralda Soria,2024,Management Visions LLC,Sole Proprietorship,"$10,001 - $100,000","3950 N Cedar Ave, Fresno, CA 93726","$10,001 - $100,000",Business entity,Kearney & Crystal,"Over $1,000,000",Investment,Other,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/46959736-1afa-4f55-a968-beeca192286e.pdf,https://digitaldemocracy.calmatters.org/legislators/esmeralda-soria-1989
Esmeralda Soria,2024,Zamudio-Soria & Associates Inc.,Sole Proprietorship,$0 - $499,"Fresno, CA","$0 - $1,999",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/46959736-1afa-4f55-a968-beeca192286e.pdf,https://digitaldemocracy.calmatters.org/legislators/esmeralda-soria-1989
Esmeralda Soria,2024,TFS Investments LLC,Other,"$10,001 - $100,000","3950 N Cedar Ave, Fresno, CA 93726","Over $1,000,000",Business entity,SEE ATTACHED,"Over $1,000,000",Property,Property Ownership/Deed of trust,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/46959736-1afa-4f55-a968-beeca192286e.pdf,https://digitaldemocracy.calmatters.org/legislators/esmeralda-soria-1989
Esmeralda Soria,2024,The Terance Frazier Living Trust,,$0 - $499,"3950 N Cedar Ave, Fresno, CA 93726",,Trust,APN 42633225,"Over $1,000,000",Property,Partnership,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/46959736-1afa-4f55-a968-beeca192286e.pdf,https://digitaldemocracy.calmatters.org/legislators/esmeralda-soria-1989
Esmeralda Soria,2023,The Terance Frazier Living Trust,,$0 - $499,"3950 N Cedar Ave, Fresno, CA 93726",,Trust,APN 42633225,"Over $1,000,000",Property,Partnership,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/3450a2f5-219e-468b-aece-3b90b0afbf9e.pdf,https://digitaldemocracy.calmatters.org/legislators/esmeralda-soria-1989
Esmeralda Soria,2023,Zamudio-Soria & Associates Inc.,Sole Proprietorship,$0 - $499," Fresno, CA","$0 - $1,999",Business entity,,,--,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/3450a2f5-219e-468b-aece-3b90b0afbf9e.pdf,https://digitaldemocracy.calmatters.org/legislators/esmeralda-soria-1989
Esmeralda Soria,2023, Management Visions LLC,Sole Proprietorship,"$10,001 - $100,000","3950 N Cedar Ave, Fresno, CA 93726","$10,001 - $100,000",Business entity,Kearney & Crystal,"Over $1,000,000",Investment,Other,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/3450a2f5-219e-468b-aece-3b90b0afbf9e.pdf,https://digitaldemocracy.calmatters.org/legislators/esmeralda-soria-1989
Esmeralda Soria,2023,721 Broadway LLC,Sole Proprietorship,$0 - $499,"3950 N Cedar Ave, Fresno, CA 93726","$0 - $1,999",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/3450a2f5-219e-468b-aece-3b90b0afbf9e.pdf,https://digitaldemocracy.calmatters.org/legislators/esmeralda-soria-1989
Esmeralda Soria,2023,E & L Campus Pointe Investors LP,Partnership,$0 - $499,"6485 N Palm Ave, Ste 101, Fresno, CA 93711","Over $1,000,000",Business entity,Campus Pointe Commercial LP,"Over $1,000,000",Investment,Partnership,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/3450a2f5-219e-468b-aece-3b90b0afbf9e.pdf,https://digitaldemocracy.calmatters.org/legislators/esmeralda-soria-1989
Esmeralda Soria,2023,Frazier Commercial Properties LLC,Partnership,$0 - $499,"3950 N Cedar Ave, Fresno, CA 93726","$100,001 - $1,000,000",Business entity,Noyan-Frazier Properties LLC,"Over $1,000,000",Investment,Partnership,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/3450a2f5-219e-468b-aece-3b90b0afbf9e.pdf,https://digitaldemocracy.calmatters.org/legislators/esmeralda-soria-1989
Esmeralda Soria,2023,Davis Enterprises,Partnership,$0 - $499,"3950 N Cedar Ave, Fresno, CA 93726","$10,001 - $100,000",Business entity,Gordon Biersch Brewing Company,"$10,001 - $100,000",Investment,Stock,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/3450a2f5-219e-468b-aece-3b90b0afbf9e.pdf,https://digitaldemocracy.calmatters.org/legislators/esmeralda-soria-1989
Esmeralda Soria,2023,Noyan Frazier Capital,Partnership,$0 - $499,"685 W Alluvial Ave, Ste 101, Fresno, CA 93711","$0 - $1,999",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/3450a2f5-219e-468b-aece-3b90b0afbf9e.pdf,https://digitaldemocracy.calmatters.org/legislators/esmeralda-soria-1989
Esmeralda Soria,2023,TFS Investments LLC,Other,"Over $100,000","3950 N Cedar Ave, Fresno, CA 93726","Over $1,000,000",Business entity,"Berkeley, CA 94703-2323","Over $1,000,000",Property,Property Ownership/Deed of trust,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/3450a2f5-219e-468b-aece-3b90b0afbf9e.pdf,https://digitaldemocracy.calmatters.org/legislators/esmeralda-soria-1989
Esmeralda Soria,2022,"Zamudio-Soria & Associates, Inc.",Sole Proprietorship,"$1,001 - $10,000",Fresno,"$2,000 - $10,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/8fa30295-bc17-45b5-a2ab-8966d83bec57.pdf,https://digitaldemocracy.calmatters.org/legislators/esmeralda-soria-1989
Tony Strickland,2024,MIH/Vertical Companies,Other,,"3241 Needles Hwy, Needles CA 92363","$10,001 - $100,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/0ea6d938-1b35-40e2-897c-b051dd1a789b.pdf,https://digitaldemocracy.calmatters.org/legislators/tony-strickland-188489
Tony Strickland,2024,Tony Strickland Consulting,Other,"Over $100,000",18685 Main St. STE 101-389 HUNT BCH CA 92648,"$100,001 - $1,000,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/0ea6d938-1b35-40e2-897c-b051dd1a789b.pdf,https://digitaldemocracy.calmatters.org/legislators/tony-strickland-188489
Tri Ta,2024,T-Ways,Sole Proprietorship,$0 - $499,"14101 Pacific Ave., Westminster, CA 92683","$0 - $1,999",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/73a26bd7-81bc-45fc-bb37-411ae23a29b1.pdf,https://digitaldemocracy.calmatters.org/legislators/tri-ta-165431
Tri Ta,2023,T-Ways,Sole Proprietorship,"$1,001 - $10,000","14101 Pacific Ave., Westminster, CA 92683","$2,000 - $10,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/19996954-77cb-4355-bd9b-91cca6ff9f8c.pdf,https://digitaldemocracy.calmatters.org/legislators/tri-ta-165431
Tri Ta,2022,T-Ways,Sole Proprietorship,"$1,001 - $10,000","13101 Pacific Ave., Westminster, CA 92683","$2,000 - $10,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/fb1526de-149b-42ba-99f9-008b96a1b21b.pdf,https://digitaldemocracy.calmatters.org/legislators/tri-ta-165431
David Tangipa,2024,David Jariustokaeutulelei Tangipa,Sole Proprietorship,$0 - $499,"4517 N John Albert, Fresno, CA 93726","$0 - $1,999",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/c381f250-016a-4188-8313-98a6fadcc1c0.pdf,https://digitaldemocracy.calmatters.org/legislators/david-tangipa-187432
Tom Umberg,2024,Bohica Advisors LLP,Sole Proprietorship,$0 - $499,"405 N. Broadway, Suite B Santa Ana, CA 92701","$0 - $1,999",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/9099aa7b-17b8-4372-9b32-5e582007a2c9.pdf,https://digitaldemocracy.calmatters.org/legislators/thomas-umberg-165043
Tom Umberg,2024,Umberg Zipser LLP,Partnership,"Over $100,000","1920 Main Street, #750 Irvine CA 92614","Over $1,000,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/9099aa7b-17b8-4372-9b32-5e582007a2c9.pdf,https://digitaldemocracy.calmatters.org/legislators/thomas-umberg-165043
Tom Umberg,2023,Bohica Advisors LLP,Sole Proprietorship,$0 - $499,"405 N. Broadway, Suite B Santa Ana, CA 92701","$0 - $1,999",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/947f012f-d19b-48df-9537-0bf7cce88026.pdf,https://digitaldemocracy.calmatters.org/legislators/thomas-umberg-165043
Tom Umberg,2023,Umberg Zipser LLP,Partnership,"Over $100,000","1920 Main Street, #750 Irvine CA 92614","Over $1,000,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/947f012f-d19b-48df-9537-0bf7cce88026.pdf,https://digitaldemocracy.calmatters.org/legislators/thomas-umberg-165043
Tom Umberg,2022,Umberg Zipser LLP,Partnership,"Over $100,000","1920 Main Street, #750 Irvine CA 92614","Over $1,000,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/8527ae8f-04bb-4ddf-933a-dc5da3702ddb.pdf,https://digitaldemocracy.calmatters.org/legislators/thomas-umberg-165043
Tom Umberg,2022,Bohica Advisors LLP,Sole Proprietorship,"$1,001 - $10,000","405 N. Broadway, Suite B Santa Ana, CA 92701","$0 - $1,999",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/8527ae8f-04bb-4ddf-933a-dc5da3702ddb.pdf,https://digitaldemocracy.calmatters.org/legislators/thomas-umberg-165043
Tom Umberg,2021,Umberg Zipser LLP,Partnership,"Over $100,000","1920 Main St. #750 Irvine, CA 92614","Over $1,000,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/e55495eb-2b56-4076-90a1-017b9fa9e22b.pdf,https://digitaldemocracy.calmatters.org/legislators/thomas-umberg-165043
Tom Umberg,2021,Bohica Advisors LLP,Sole Proprietorship,"$10,001 - $100,000",10172 Squires Villa Park,"$0 - $1,999",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/e55495eb-2b56-4076-90a1-017b9fa9e22b.pdf,https://digitaldemocracy.calmatters.org/legislators/thomas-umberg-165043
Carlos Villapudua,2023,Villapudua Consulting Services,Other,"$10,001 - $100,000","1252 Heavenly Cr. Stockton, CA 95209","$10,001 - $100,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/8edc410f-baab-43a2-a351-a848e7310c69.pdf,https://digitaldemocracy.calmatters.org/legislators/carlos-villapudua-165447
Carlos Villapudua,2023,Edith Villapudua,Sole Proprietorship,"$10,001 - $100,000","1252 Heavenly Circle Stockton, CA 95209","$10,001 - $100,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/8edc410f-baab-43a2-a351-a848e7310c69.pdf,https://digitaldemocracy.calmatters.org/legislators/carlos-villapudua-165447
Carlos Villapudua,2022,San Joaquin Public Guardian/Conservator,Other,"$1,001 - $10,000","1212 N. California Street, Stockton, CA 95202","$10,001 - $100,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/e7a61032-c4c3-4e1a-935c-54d1d151d1f9.pdf,https://digitaldemocracy.calmatters.org/legislators/carlos-villapudua-165447
Carlos Villapudua,2022,Villapudua Consulting Services ,Other,"Over $100,000","1252 Heavenly Cr. Stockton, CA 95209","$10,001 - $100,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/e7a61032-c4c3-4e1a-935c-54d1d151d1f9.pdf,https://digitaldemocracy.calmatters.org/legislators/carlos-villapudua-165447
Marie Waldron,2023,Waldron Enterprises LLC,Partnership,"$10,001 - $100,000","P.O. Box 300887, Escondido CA 92030","$2,000 - $10,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/8a601064-1534-4179-9681-f1aa02faafe7.pdf,https://digitaldemocracy.calmatters.org/legislators/marie-waldron-29
Marie Waldron,2022,Waldron Enterprises LLC,Partnership,"$10,001 - $100,000","P.O. Box 300887, Escondido CA 92030","$2,000 - $10,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/eabd7aeb-88ee-481d-9d4e-a7e215bb665e.pdf,https://digitaldemocracy.calmatters.org/legislators/marie-waldron-29
Buffy Wicks,2024,Rise Strategies,Sole Proprietorship,"Over $100,000","6225 Hillegass Ave, Oakland CA 94618","$0 - $1,999",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/dde00850-eeee-4c59-bdb8-8a5975d9194c.pdf,https://digitaldemocracy.calmatters.org/legislators/buffy-wicks-165044
Buffy Wicks,2023,Rise Strategies,Sole Proprietorship,"Over $100,000","6225 Hillegass Ave, Oakland CA 94618","$0 - $1,999",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/f63754ca-ac4e-4572-aca6-5128d2951d6a.pdf,https://digitaldemocracy.calmatters.org/legislators/buffy-wicks-165044
Buffy Wicks,2022,Rise Strategies,Sole Proprietorship,"Over $100,000","6225 Hillegass Ave, Oakland CA 94618","$0 - $1,999",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/cc8b802e-06a9-49b8-9989-8f47a9d59dd8.pdf,https://digitaldemocracy.calmatters.org/legislators/buffy-wicks-165044
Buffy Wicks,2021,Rise Strategies,Sole Proprietorship,"Over $100,000","6225 Hillegass Ave, Oakland CA 94618","$0 - $1,999",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/5a23fc50-b7b7-4423-93e7-f5e185f16370.pdf,https://digitaldemocracy.calmatters.org/legislators/buffy-wicks-165044
Jim Wood,2023,"James D. Wood, DDS",Sole Proprietorship,"$1,001 - $10,000","1724 Canyon Run, Healdsburg CA 95448","$0 - $1,999",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/016a46f4-a895-407d-bb34-27524ca2f40c.pdf,https://digitaldemocracy.calmatters.org/legislators/jim-wood-72
Jim Wood,2023,TAG Film,Sole Proprietorship,"Over $100,000","1724 Canyon Run, Healdsburg, CA 95448","$100,001 - $1,000,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/016a46f4-a895-407d-bb34-27524ca2f40c.pdf,https://digitaldemocracy.calmatters.org/legislators/jim-wood-72
Jim Wood,2022,"James D. Wood, DDS",Sole Proprietorship,"$1,001 - $10,000","1724 Canyon Run, Healdsburg, CA 95448","$2,000 - $10,000",Business entity,,,,,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/70124ca1-9e79-453c-8b98-93928fc43a96.pdf,https://digitaldemocracy.calmatters.org/legislators/jim-wood-72
