filer,filingYear,sourceName,amount,date,description,formUrl,legislatorGlassHouseUrl
Robert Rivas,2022,California Latino Legislative Caucus Foundation,75.85,2022-08-23,Framed Poster,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/3e9240cc-9a86-48e0-8fb7-ef19bbda85fb.pdf,https://calmatters.org/legislator-tracker/robert-rivas-1980
Robert Rivas,2022,California Tribal Business Alliance,35.44,2022-05-04,Food and Beverage,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/3e9240cc-9a86-48e0-8fb7-ef19bbda85fb.pdf,https://calmatters.org/legislator-tracker/robert-rivas-1980
Robert Rivas,2022,California Tribal Business Alliance,28.57,2022-06-29,Food/Beverage/Entertainment,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/3e9240cc-9a86-48e0-8fb7-ef19bbda85fb.pdf,https://calmatters.org/legislator-tracker/robert-rivas-1980
Robert Rivas,2022,Monterey Bay Central Labor Council,100,2022-05-16,Joint Legislative Conference Dinner Ticket,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/3e9240cc-9a86-48e0-8fb7-ef19bbda85fb.pdf,https://calmatters.org/legislator-tracker/robert-rivas-1980
Robert Rivas,2022,Rendon for Assembly 2022,66.06,2022-03-28,Dinner,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/3e9240cc-9a86-48e0-8fb7-ef19bbda85fb.pdf,https://calmatters.org/legislator-tracker/robert-rivas-1980
Robert Rivas,2022,San Manuel Band of Mission Indians,520,2022-03-25,Lodging,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/3e9240cc-9a86-48e0-8fb7-ef19bbda85fb.pdf,https://calmatters.org/legislator-tracker/robert-rivas-1980
Robert Rivas,2022,"Urban Associates, Inc. ",172.22,2022-12-12,Dinner,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/3e9240cc-9a86-48e0-8fb7-ef19bbda85fb.pdf,https://calmatters.org/legislator-tracker/robert-rivas-1980
Robert Rivas,2021,San Manuel Band of Mission Indians,90,2021-04-03,meal,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/7be4a386-549c-4b12-83c8-49ba9d3876b0.pdf,https://calmatters.org/legislator-tracker/robert-rivas-1980
Robert Rivas,2021,California Democratic Party,56.93,2021-05-04,meal,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/7be4a386-549c-4b12-83c8-49ba9d3876b0.pdf,https://calmatters.org/legislator-tracker/robert-rivas-1980
Robert Rivas,2021,California Democratic Party,60.99,2021-08-24,meal,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/7be4a386-549c-4b12-83c8-49ba9d3876b0.pdf,https://calmatters.org/legislator-tracker/robert-rivas-1980
Robert Rivas,2021,California Issues Forum,83,2021-06-21,meal,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/7be4a386-549c-4b12-83c8-49ba9d3876b0.pdf,https://calmatters.org/legislator-tracker/robert-rivas-1980
Robert Rivas,2021,California Latino Legislative Caucus Foundation,10.44,2021-03-25,Facemask,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/7be4a386-549c-4b12-83c8-49ba9d3876b0.pdf,https://calmatters.org/legislator-tracker/robert-rivas-1980
Robert Rivas,2021,Govern For California,176.59,2021-09-29,meal,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/7be4a386-549c-4b12-83c8-49ba9d3876b0.pdf,https://calmatters.org/legislator-tracker/robert-rivas-1980
Robert Rivas,2021,"Urban Associates, Inc.",223,2021-10-11,Ticket- Baseball Game,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/7be4a386-549c-4b12-83c8-49ba9d3876b0.pdf,https://calmatters.org/legislator-tracker/robert-rivas-1980
Robert Rivas,2021,Re-Elect Senator Atkins 2020,70.96,2021-05-10,wine,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/7be4a386-549c-4b12-83c8-49ba9d3876b0.pdf,https://calmatters.org/legislator-tracker/robert-rivas-1980
Robert Rivas,2021,Re-Elect Senator Atkins 2020,45,2021-05-06,Champagne,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/7be4a386-549c-4b12-83c8-49ba9d3876b0.pdf,https://calmatters.org/legislator-tracker/robert-rivas-1980
Robert Rivas,2021,Evan Low for Assembly 2022,117.65,2021-06-16,meal,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/7be4a386-549c-4b12-83c8-49ba9d3876b0.pdf,https://calmatters.org/legislator-tracker/robert-rivas-1980
Robert Rivas,2021,Evan Low for Assembly 2022,12.15,2021-07-14,Vaccinated Tee Shirt,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/7be4a386-549c-4b12-83c8-49ba9d3876b0.pdf,https://calmatters.org/legislator-tracker/robert-rivas-1980
Robert Rivas,2021,California Tribal Business Alliance,53.22,2021-07-14,Food & Beverage,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/7be4a386-549c-4b12-83c8-49ba9d3876b0.pdf,https://calmatters.org/legislator-tracker/robert-rivas-1980
Robert Rivas,2021,San Francisco 49ers,420,2021-09-26,Game Tickets,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/0d20546e-a10c-4d7e-b528-20ade5595bc1.pdf,https://calmatters.org/legislator-tracker/robert-rivas-1980
Robert Rivas,2021,Rendon for Assembly 2020,26.93,2021-01-02,wine,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/1086605a-64de-432e-b75a-39319fb94efe.pdf,https://calmatters.org/legislator-tracker/robert-rivas-1980
Robert Rivas,2021,Rendon for Assembly 2020,24.64,2021-01-28,Photo Book,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/1086605a-64de-432e-b75a-39319fb94efe.pdf,https://calmatters.org/legislator-tracker/robert-rivas-1980
Robert Rivas,2021,Rendon for Assembly 2020,12.23,2021-04-21,Meal,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/1086605a-64de-432e-b75a-39319fb94efe.pdf,https://calmatters.org/legislator-tracker/robert-rivas-1980
Robert Rivas,2021,Rendon for Assembly 2020,7.09,2021-07-07,meal,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/1086605a-64de-432e-b75a-39319fb94efe.pdf,https://calmatters.org/legislator-tracker/robert-rivas-1980
Luz Rivas,2021,Darrell Steinberg,70,2021-10-26,meal,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/79b32a5e-1cdb-4a10-991c-b82fae7a6112.pdf,https://calmatters.org/legislator-tracker/luz-rivas-1974
Luz Rivas,2021,San Fernando Police Department,50.5,2021-10-05,cardholder,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/79b32a5e-1cdb-4a10-991c-b82fae7a6112.pdf,https://calmatters.org/legislator-tracker/luz-rivas-1974
Luz Rivas,2021,San Manuel Band of Mission Indians,90,2021-04-30,meal,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/79b32a5e-1cdb-4a10-991c-b82fae7a6112.pdf,https://calmatters.org/legislator-tracker/luz-rivas-1974
Luz Rivas,2021,California Democratic Party,56.93,2021-05-04,meal,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/79b32a5e-1cdb-4a10-991c-b82fae7a6112.pdf,https://calmatters.org/legislator-tracker/luz-rivas-1974
Luz Rivas,2021,California Democratic Party,60.99,2021-08-24,meal,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/79b32a5e-1cdb-4a10-991c-b82fae7a6112.pdf,https://calmatters.org/legislator-tracker/luz-rivas-1974
Luz Rivas,2021,Susan Rubio for Senate 2022,33.7,2021-03-15,collar,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/79b32a5e-1cdb-4a10-991c-b82fae7a6112.pdf,https://calmatters.org/legislator-tracker/luz-rivas-1974
Luz Rivas,2021,Susan Rubio for Senate 2022,3.5,2021-03-15,gift bag,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/79b32a5e-1cdb-4a10-991c-b82fae7a6112.pdf,https://calmatters.org/legislator-tracker/luz-rivas-1974
Luz Rivas,2021,"California State University, Northridge Foundation",315,2021-10-04,meal,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/79b32a5e-1cdb-4a10-991c-b82fae7a6112.pdf,https://calmatters.org/legislator-tracker/luz-rivas-1974
Luz Rivas,2021,Pukuu Cultural Community Services,200,2021-11-19,blanket,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/79b32a5e-1cdb-4a10-991c-b82fae7a6112.pdf,https://calmatters.org/legislator-tracker/luz-rivas-1974
Luz Rivas,2021,Pukuu Cultural Community Services,256,2021-11-19,award,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/79b32a5e-1cdb-4a10-991c-b82fae7a6112.pdf,https://calmatters.org/legislator-tracker/luz-rivas-1974
Luz Rivas,2021,Valley Industry & Commerce Association,24,2021-03-19,hammer,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/79b32a5e-1cdb-4a10-991c-b82fae7a6112.pdf,https://calmatters.org/legislator-tracker/luz-rivas-1974
Luz Rivas,2021,Valley Industry & Commerce Association,50,2021-10-15,meal,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/79b32a5e-1cdb-4a10-991c-b82fae7a6112.pdf,https://calmatters.org/legislator-tracker/luz-rivas-1974
Luz Rivas,2021,Valley Industry & Commerce Association,12,2021-10-15,parking,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/79b32a5e-1cdb-4a10-991c-b82fae7a6112.pdf,https://calmatters.org/legislator-tracker/luz-rivas-1974
Luz Rivas,2021,California Armenian Legislative Caucus,106.2,2021-08-27,jacket,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/79b32a5e-1cdb-4a10-991c-b82fae7a6112.pdf,https://calmatters.org/legislator-tracker/luz-rivas-1974
Luz Rivas,2021,California Armenian Legislative Caucus,68.12,2021-05-27,reception,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/79b32a5e-1cdb-4a10-991c-b82fae7a6112.pdf,https://calmatters.org/legislator-tracker/luz-rivas-1974
Luz Rivas,2021,California Armenian Legislative Caucus,100.36,2021-12-10,reception,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/79b32a5e-1cdb-4a10-991c-b82fae7a6112.pdf,https://calmatters.org/legislator-tracker/luz-rivas-1974
Luz Rivas,2021,Valley Industry & Commerce Association,125,2021-11-18,meal,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/79b32a5e-1cdb-4a10-991c-b82fae7a6112.pdf,https://calmatters.org/legislator-tracker/luz-rivas-1974
Luz Rivas,2021,Women in California Leadership,172.89,2021-06-22,meal,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/79b32a5e-1cdb-4a10-991c-b82fae7a6112.pdf,https://calmatters.org/legislator-tracker/luz-rivas-1974
Luz Rivas,2021,Rendon for Assembly 2020,24.64,2021-01-28,book,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/79b32a5e-1cdb-4a10-991c-b82fae7a6112.pdf,https://calmatters.org/legislator-tracker/luz-rivas-1974
Luz Rivas,2021,Rendon for Assembly 2020,26.93,2021-02-05,wine bottle,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/79b32a5e-1cdb-4a10-991c-b82fae7a6112.pdf,https://calmatters.org/legislator-tracker/luz-rivas-1974
Luz Rivas,2021,Rendon for Assembly 2020,7.09,2021-07-07,meal,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/79b32a5e-1cdb-4a10-991c-b82fae7a6112.pdf,https://calmatters.org/legislator-tracker/luz-rivas-1974
Luz Rivas,2021,California Tribal Business Alliance,53.22,2021-07-14,reception,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/79b32a5e-1cdb-4a10-991c-b82fae7a6112.pdf,https://calmatters.org/legislator-tracker/luz-rivas-1974
Luz Rivas,2021,Pala Band of Mission Indians,34.85,2021-07-14,reception,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/79b32a5e-1cdb-4a10-991c-b82fae7a6112.pdf,https://calmatters.org/legislator-tracker/luz-rivas-1974
Luz Rivas,2021,Picayune Rancheria of the Chukchansi Indians,34.85,2021-07-14,reception,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/79b32a5e-1cdb-4a10-991c-b82fae7a6112.pdf,https://calmatters.org/legislator-tracker/luz-rivas-1974
Luz Rivas,2021,Viejas Band of Kumeyaay Indians,34.85,2021-07-14,reception,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/79b32a5e-1cdb-4a10-991c-b82fae7a6112.pdf,https://calmatters.org/legislator-tracker/luz-rivas-1974
Luz Rivas,2021,San Manuel Band of Mission Indians,11.61,2021-07-14,reception,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/79b32a5e-1cdb-4a10-991c-b82fae7a6112.pdf,https://calmatters.org/legislator-tracker/luz-rivas-1974
Luz Rivas,2021,Santa Ynez Band of Chumash Indians,11.61,2021-07-14,reception,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/79b32a5e-1cdb-4a10-991c-b82fae7a6112.pdf,https://calmatters.org/legislator-tracker/luz-rivas-1974
Luz Rivas,2021,San Luis Rey Indian Water Authority,11.61,2021-07-14,reception,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/79b32a5e-1cdb-4a10-991c-b82fae7a6112.pdf,https://calmatters.org/legislator-tracker/luz-rivas-1974
Luz Rivas,2021,Anthem,11.61,2021-07-14,reception,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/79b32a5e-1cdb-4a10-991c-b82fae7a6112.pdf,https://calmatters.org/legislator-tracker/luz-rivas-1974
Luz Rivas,2021,Los Angeles County Federation of Labor,60,2021-08-30,reception,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/79b32a5e-1cdb-4a10-991c-b82fae7a6112.pdf,https://calmatters.org/legislator-tracker/luz-rivas-1974
Luz Rivas,2021,Los Angeles County Federation of Labor,18,2021-11-02,meal,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/79b32a5e-1cdb-4a10-991c-b82fae7a6112.pdf,https://calmatters.org/legislator-tracker/luz-rivas-1974
Luz Rivas,2021,Personal Insurance Federation of California,19.41,2021-08-18,meal,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/79b32a5e-1cdb-4a10-991c-b82fae7a6112.pdf,https://calmatters.org/legislator-tracker/luz-rivas-1974
Luz Rivas,2021,California Latino Legislative Caucus Foundation,10.44,2021-03-25,face mask,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/79b32a5e-1cdb-4a10-991c-b82fae7a6112.pdf,https://calmatters.org/legislator-tracker/luz-rivas-1974
Luz Rivas,2021,Rendon for Assembly 2022,17.93,2021-11-07,meal,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/79b32a5e-1cdb-4a10-991c-b82fae7a6112.pdf,https://calmatters.org/legislator-tracker/luz-rivas-1974
Luz Rivas,2021,Rendon for Assembly 2022,9.7,2021-11-07,meal,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/79b32a5e-1cdb-4a10-991c-b82fae7a6112.pdf,https://calmatters.org/legislator-tracker/luz-rivas-1974
Luz Rivas,2021,Rendon for Assembly 2022,6.65,2021-11-08,meal,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/79b32a5e-1cdb-4a10-991c-b82fae7a6112.pdf,https://calmatters.org/legislator-tracker/luz-rivas-1974
Luz Rivas,2021,Clean Air Task Force,35,2021-11-06,meal,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/79b32a5e-1cdb-4a10-991c-b82fae7a6112.pdf,https://calmatters.org/legislator-tracker/luz-rivas-1974
Luz Rivas,2021,Azul,45,2021-11-08,meal,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/79b32a5e-1cdb-4a10-991c-b82fae7a6112.pdf,https://calmatters.org/legislator-tracker/luz-rivas-1974
Luz Rivas,2021,Taipei Economic and Cultural Office in Los Angeles,100,2021-10-08,meal,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/79b32a5e-1cdb-4a10-991c-b82fae7a6112.pdf,https://calmatters.org/legislator-tracker/luz-rivas-1974
Luz Rivas,2021,Annie Cho,53,2021-02-06,food,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/79b32a5e-1cdb-4a10-991c-b82fae7a6112.pdf,https://calmatters.org/legislator-tracker/luz-rivas-1974
Luz Rivas,2021,British Consul General,100,2021-10-27,meal,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/79b32a5e-1cdb-4a10-991c-b82fae7a6112.pdf,https://calmatters.org/legislator-tracker/luz-rivas-1974
Luz Rivas,2021,California Rice Commission,29,2021-08-24,gift box,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/79b32a5e-1cdb-4a10-991c-b82fae7a6112.pdf,https://calmatters.org/legislator-tracker/luz-rivas-1974
Luz Rivas,2021,Rendon for Assembly 2022,12.23,2021-04-21,meal,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/79b32a5e-1cdb-4a10-991c-b82fae7a6112.pdf,https://calmatters.org/legislator-tracker/luz-rivas-1974
Luz Rivas,2021,Rendon for Assembly 2022,23.36,2021-12-05,meal,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/79b32a5e-1cdb-4a10-991c-b82fae7a6112.pdf,https://calmatters.org/legislator-tracker/luz-rivas-1974
Luz Rivas,2021,Rendon for Assembly 2022,9,2021-08-02,meal,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/79b32a5e-1cdb-4a10-991c-b82fae7a6112.pdf,https://calmatters.org/legislator-tracker/luz-rivas-1974
Luz Rivas,2021,Rendon for Assembly 2022,10,2021-08-17,meal,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/79b32a5e-1cdb-4a10-991c-b82fae7a6112.pdf,https://calmatters.org/legislator-tracker/luz-rivas-1974
Luz Rivas,2021,Rendon for Assembly 2022,15,2021-07-14,meal,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/79b32a5e-1cdb-4a10-991c-b82fae7a6112.pdf,https://calmatters.org/legislator-tracker/luz-rivas-1974
Luz Rivas,2021,Metropolitan Water District,18.34,2021-12-02,meal,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/79b32a5e-1cdb-4a10-991c-b82fae7a6112.pdf,https://calmatters.org/legislator-tracker/luz-rivas-1974
Freddie Rodriguez,2022,Pomona Fairplex,194,2022-05-13,Concert Tickets,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/88b296be-756a-48be-883d-4936e87658d5.pdf,https://calmatters.org/legislator-tracker/freddie-rodriguez-1965
Freddie Rodriguez,2022,Pomona Fairplex,123,2022-11-11,Parking Pass & Event Tickets,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/88b296be-756a-48be-883d-4936e87658d5.pdf,https://calmatters.org/legislator-tracker/freddie-rodriguez-1965
Freddie Rodriguez,2022,Niagara Water,84,2022-06-01,Cases of water,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/88b296be-756a-48be-883d-4936e87658d5.pdf,https://calmatters.org/legislator-tracker/freddie-rodriguez-1965
Freddie Rodriguez,2022,Chino Valley Fire Foundation,255.9,2022-07-16,Food,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/88b296be-756a-48be-883d-4936e87658d5.pdf,https://calmatters.org/legislator-tracker/freddie-rodriguez-1965
Freddie Rodriguez,2022,Ontario Police Officers Association,100,2022-11-30,Yetis and shirt,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/88b296be-756a-48be-883d-4936e87658d5.pdf,https://calmatters.org/legislator-tracker/freddie-rodriguez-1965
Freddie Rodriguez,2022,Ontario Police Officers Association,100,2022-11-15,T-shirts,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/88b296be-756a-48be-883d-4936e87658d5.pdf,https://calmatters.org/legislator-tracker/freddie-rodriguez-1965
Freddie Rodriguez,2022,LA County Sheriff's Department,80,2022-11-28,Hooded Sweartshirts,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/88b296be-756a-48be-883d-4936e87658d5.pdf,https://calmatters.org/legislator-tracker/freddie-rodriguez-1965
Freddie Rodriguez,2022,California Biotech Foundation,397.2,2022-08-24,Non-Refundable Flights,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/88b296be-756a-48be-883d-4936e87658d5.pdf,https://calmatters.org/legislator-tracker/freddie-rodriguez-1965
Freddie Rodriguez,2022,California Chamber of Commerce,162.08,2022-04-25,Food & Beverage,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/88b296be-756a-48be-883d-4936e87658d5.pdf,https://calmatters.org/legislator-tracker/freddie-rodriguez-1965
Freddie Rodriguez,2022,California Democratic Party,62.96,2022-05-03,Food & Beverage,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/88b296be-756a-48be-883d-4936e87658d5.pdf,https://calmatters.org/legislator-tracker/freddie-rodriguez-1965
Freddie Rodriguez,2022,California Democratic Party,67.87,2022-08-16,Food & Beverage,https://wcfweenxfcmsichcbyki.supabase.in/storage/v1/object/public/pdfs/88b296be-756a-48be-883d-4936e87658d5.pdf,https://calmatters.org/legislator-tracker/freddie-rodriguez-1965
